paper_id	claim_importance	evidence_strength
elife-93887	Valuable	Convincing
elife-93906	Useful	Convincing
elife-93908	Valuable	Solid
elife-93921	Valuable	Solid
elife-93934	Useful	Compelling
elife-93968	Important	Convincing
elife-93971	Important	Convincing
elife-93975	Important	Convincing
elife-93978	Important	Convincing
elife-93979	Valuable	Convincing
elife-93981	Important	Convincing
elife-93983	Important	Compelling
elife-94001	Important	Compelling
elife-94029	Valuable	Convincing
elife-94045	Useful	Solid
elife-94056	Valuable	Convincing
elife-94070	Valuable	Compelling
elife-94073	Important	Convincing
elife-94075	Valuable	Compelling
elife-94088	Useful	Solid
elife-94094	Valuable	Solid
elife-94109	Important	Compelling
elife-94114	Valuable	Solid
elife-94144	Valuable	Solid
elife-94165	Valuable	Solid
elife-94167	Important	Convincing
elife-94168	Important	Compelling
elife-94169	Important	Solid
elife-94180	Fundamental	Convincing
elife-94181	Valuable	Convincing
elife-94187	Important	Convincing
elife-94191	Valuable	Compelling
elife-94198	Important	Convincing
elife-94214	Valuable	Solid
elife-94242	Valuable	Solid
elife-94245	Valuable	Solid
elife-94265	Important	Compelling
elife-94276	Valuable	Solid
elife-94288	Useful	Incomplete
elife-94290	Important	Convincing
elife-94296	Important	Convincing
elife-94302	Important	Convincing
elife-94306	Fundamental	Compelling
elife-94310	Valuable	Convincing
elife-94315	Important	Compelling
elife-94317	Valuable	Solid
elife-94334	Important	Convincing
elife-94342	Important	Compelling
elife-94347	Valuable	Incomplete
elife-94349	Fundamental	Compelling
elife-94391	Important	Convincing
elife-94407	Valuable	Convincing
elife-94420	Important	Convincing
elife-94425	Important	Compelling
elife-94438	Valuable	Solid
elife-94475	Useful	Compelling
elife-94485	Important	Compelling
elife-94488	Valuable	Solid
elife-94502	Important	Convincing
elife-94503	Fundamental	Convincing
elife-94509	Valuable	Solid
elife-94520	Important	Compelling
elife-94547	Valuable	Solid
elife-94558	Valuable	Solid
elife-94561	Important	Compelling
elife-94570	Fundamental	Compelling
elife-94573	Valuable	Solid
elife-94578	Valuable	Solid
elife-94583	Fundamental	Solid
elife-94586	Valuable	Convincing
elife-94590	Useful	Solid
elife-94605	Important	Incomplete
Solid
elife-94608	Important	Convincing
elife-94609	Valuable	Incomplete
elife-94616	Important	Solid
elife-94628	Valuable	Incomplete
elife-94631	Useful	Solid
elife-94653	Important	Convincing
elife-94657	Valuable	Solid
elife-94658	Valuable	Incomplete
elife-94689	Valuable	Solid
elife-94698	Important	Convincing
elife-94703	Valuable	Solid
elife-94706	Valuable	Solid
elife-94709	Fundamental	Convincing
elife-94743	Useful	Compelling
elife-94748	Valuable	Convincing
elife-94754	Valuable	Solid
elife-94755	Important	Convincing
elife-94765	Valuable	Solid
elife-94794	Fundamental	Convincing
elife-94795	Important	Convincing
elife-94800	Fundamental	Compelling
elife-94802	Important	Solid
elife-94811	Useful	Incomplete
elife-94825	Important	Convincing
elife-94833	Important	Convincing
elife-94836	Important	Convincing
elife-94842	Useful	Solid
elife-94849	Useful	Convincing
elife-94869	Important	Convincing
elife-94884	Useful	Solid
elife-94898	Important	Solid
elife-94899	Useful	Incomplete
Solid
elife-94900	Important	Compelling
elife-94902	Useful	Solid
elife-94903	Valuable	Convincing
elife-94908	Valuable	Convincing
elife-94909	Important	Solid
elife-94916	Important	Convincing
elife-94917	Valuable	Solid
elife-94918	Important	Convincing
elife-94924	Important	Solid
elife-94929	Important	Compelling
elife-94930	Fundamental	Compelling
elife-94946	Important	Convincing
elife-94961	Valuable	Incomplete
elife-94970	Valuable	Solid
elife-94972	Valuable	Solid
elife-94973	Useful	Convincing
elife-94982	Important	Convincing
elife-94990	Important	Convincing
elife-94995	Important	Convincing
elife-94999	Valuable	Solid
elife-95010	Important	Convincing
elife-95028	Valuable	Solid
elife-95044	Fundamental	Exceptional
elife-95054	Important	Compelling
elife-95058	Valuable	Convincing
elife-95062	Valuable	Convincing
elife-95106	Important	Solid
elife-95113	Valuable	Solid
elife-95118	Important	Compelling
elife-95125	Important	Compelling
elife-95127	Important	Compelling
elife-95135	Important	Convincing
elife-95160	Important	Convincing
elife-95168	Important	Solid
elife-95170	Valuable	Solid
elife-95172	Valuable	Convincing
elife-95180	Important	Solid
elife-95185	Important	Convincing
elife-95191	Fundamental	Compelling
elife-95199	Important	Compelling
elife-95209	Important	Solid
elife-95213	Important	Solid
elife-95229	Useful	Incomplete
elife-95243	Important	Solid
elife-95257	Important	Incomplete
Solid
elife-95267	Valuable	Solid
elife-95272	Important	Convincing
elife-95273	Important	Exceptional
elife-95285	Important	Compelling
elife-95292	Valuable	Solid
elife-95296	Important	Convincing
elife-95297	Fundamental	Compelling
elife-95314	Important	Compelling
elife-95318	Valuable	Solid
elife-95324	Valuable	Convincing
elife-95326	Useful	Incomplete
elife-95328	Important	Convincing
elife-95334	Fundamental	Convincing
elife-95338	Important	Convincing
elife-95346	Useful	Incomplete
elife-95347	Valuable	Solid
elife-95371	Important	Convincing
Incomplete
elife-95379	Important	Convincing
elife-95393	Important	Convincing
elife-95397	Important	Solid
elife-95398	Important	Convincing
elife-95402	Fundamental	Compelling
elife-95406	Valuable	Convincing
elife-95411	Important	Convincing
elife-95412	Fundamental	Compelling
elife-95427	Valuable	Solid
elife-95443	Important	Compelling
elife-95453	Useful	Incomplete
elife-95480	Important	Compelling
elife-95481	Important	Compelling
elife-95485	Important	Convincing
elife-95488	Important	Compelling
elife-95494	Useful	Convincing
elife-95502	Valuable	Solid
elife-95510	Important	Compelling
elife-95514	Important	Compelling
elife-95521	Important	Compelling
elife-95524	Important	Solid
elife-95528	Valuable	Convincing
elife-95545	Valuable	Solid
elife-95547	Important	Compelling
elife-95549	Fundamental	Compelling
elife-95557	Important	Solid
elife-95566	Important	Convincing
elife-95595	Valuable	Solid
elife-95599	Important	Incomplete
elife-95618	Important	Compelling
elife-95621	Fundamental	Compelling
elife-95628	Valuable	Solid
elife-95629	Important	Solid
elife-95648	Useful	Incomplete
Solid
elife-95652	Important	Convincing
elife-95665	Important	Convincing
elife-95672	Important	Convincing
elife-95678	Valuable	Incomplete
elife-95680	Important	Convincing
elife-95708	Important	Convincing
elife-95709	Useful	Solid
elife-95733	Important	Solid
elife-95764	Fundamental	Compelling
elife-95774	Fundamental	Convincing
elife-95802	Important	Convincing
elife-95811	Valuable	Convincing
elife-95814	Landmark	Exceptional
elife-95815	Fundamental	Compelling
elife-95821	Valuable	Convincing
elife-95823	Important	Solid
elife-95828	Important	Compelling
elife-95838	Valuable	Incomplete
elife-95842	Important	Compelling
elife-95846	Important	Convincing
elife-95849	Fundamental	Convincing
elife-95852	Important	Convincing
elife-95857	Useful	Inadequate
elife-95867	Useful	Incomplete
elife-95873	Important	Incomplete
elife-95879	Important	Convincing
Incomplete
elife-95880	Valuable	Incomplete
elife-95887	Important	Compelling
elife-95888	Important	Convincing
elife-95891	Important	Convincing
elife-95897	Valuable	Solid
elife-95898	Important	Convincing
elife-95901	Valuable	Compelling
elife-95944	Valuable	Solid
elife-95952	Important	Convincing
elife-95964	Useful	Incomplete
elife-95988	Useful	Inadequate
elife-95992	Valuable	Convincing
elife-95999	Valuable	Convincing
elife-96013	Important	Compelling
elife-96017	Important	Convincing
elife-96025	Important	Convincing
Solid
elife-96028	Important	Solid
elife-96041	Valuable	Solid
elife-96052	Valuable	Solid
elife-96065	Fundamental	Compelling
elife-96076	Valuable	Convincing
elife-96085	Important	Convincing
elife-96090	Valuable	Convincing
elife-96129	Fundamental	Compelling
elife-96138	Important	Compelling
elife-96140	Valuable	Solid
elife-96150	Valuable	Incomplete
elife-96152	Valuable	Solid
elife-96155	Valuable	Solid
elife-96157	Valuable	Incomplete
elife-96161	Valuable	Convincing
elife-96172	Valuable	Solid
elife-96178	Important	Convincing
elife-96190	Useful	Convincing
elife-96216	Valuable	Convincing
elife-96217	Useful	Solid
elife-96224	Important	Solid
elife-96257	Important	Convincing
elife-96266	Fundamental	Convincing
elife-96281	Useful	Solid
elife-96284	Important	Convincing
elife-96287	Valuable	Solid
elife-96290	Valuable	Solid
elife-96303	Important	Compelling
elife-96312	Valuable	Convincing
elife-96317	Important	Convincing
elife-96338	Valuable	Incomplete
elife-96343	Fundamental	Compelling
elife-96344	Valuable	Compelling
Solid
elife-96353	Important	Convincing
elife-96357	Important	Solid
elife-96386	Important	Convincing
elife-96394	Valuable	Solid
elife-96402	Valuable	Incomplete
elife-96421	Important	Convincing
elife-96423	Valuable	Solid
elife-96424	Valuable	Incomplete
elife-96425	Valuable	Solid
elife-96445	Useful	Incomplete
elife-96459	Valuable	Compelling
elife-96465	Valuable	Solid
elife-96470	Important	Solid
elife-96496	Fundamental	Convincing
elife-96507	Important	Convincing
elife-96513	Useful	Solid
elife-96515	Important	Incomplete
elife-96519	Fundamental	Compelling
elife-96523	Valuable	Incomplete
elife-96534	Valuable	Incomplete
Solid
elife-96535	Useful	Incomplete
elife-96536	Important	Compelling
elife-96540	Important	Solid
elife-96543	Important	Solid
elife-96553	Important	Convincing
elife-96566	Important	Convincing
elife-96573	Important	Solid
elife-96575	Valuable	Solid
elife-96576	Fundamental	Compelling
elife-96582	Useful	Incomplete
elife-96591	Important	Convincing
elife-96592	Important	Convincing
elife-96600	Useful	Solid
elife-96602	Important	Convincing
elife-96603	Useful	Solid
elife-96617	Fundamental	Compelling
elife-96625	Valuable	Solid
elife-96627	Valuable	Solid
elife-96643	NULL	Incomplete
elife-96662	Important	Convincing
elife-96665	Valuable	Convincing
elife-96675	Valuable	Solid
elife-96678	Fundamental	Compelling
elife-96691	Valuable	Solid
elife-96693	Valuable	Solid
elife-96695	Useful	Solid
elife-96699	Useful	Solid
elife-96704	Important	Convincing
elife-96713	Useful	Solid
elife-96718	Valuable	Solid
elife-96719	Important	Convincing
elife-96722	Important	Convincing
elife-96724	Important	Convincing
elife-96738	Important	Convincing
elife-96743	Fundamental	Compelling
elife-96755	Important	Convincing
elife-96784	Valuable	Solid
elife-96789	Fundamental	Compelling
elife-96790	Useful	Incomplete
elife-96798	Important	Convincing
elife-96803	Important	Convincing
elife-96810	Important	Convincing
elife-96812	Important	Solid
elife-96821	Important	Compelling
elife-96831	Valuable	Convincing
elife-96839	Important	Solid
elife-96841	Valuable	Solid
elife-96848	Valuable	Inadequate
elife-96850	Important	Solid
elife-96852	Useful	Solid
elife-96854	Valuable	Convincing
elife-96868	Useful	Solid
elife-96890	Important	Solid
elife-96892	Valuable	Solid
elife-96893	Important	Compelling
elife-96904	Important	Solid
elife-96907	Valuable	Convincing
elife-96908	Valuable	Solid
elife-96925	Valuable	Incomplete
elife-96926	Important	Compelling
elife-96933	Important	Convincing
elife-96937	Valuable	Convincing
elife-96941	Valuable	Solid
elife-96942	Important	Compelling
elife-96943	Fundamental	Convincing
elife-96944	Valuable	Convincing
elife-96951	Valuable	Solid
elife-96953	Important	Compelling
Convincing
elife-96957	Important	Compelling
elife-96962	Important	Convincing
elife-96966	Valuable	Solid
elife-96979	Important	Convincing
elife-96988	Useful	Incomplete
Solid
elife-96992	Valuable	Solid
elife-96997	Important	Convincing
elife-97017	Valuable	Solid
elife-97018	Valuable	Convincing
elife-97019	Useful	Incomplete
Solid
elife-97021	Important	Solid
elife-97029	Important	Convincing
elife-97033	Important	Compelling
elife-97036	Valuable	Solid
elife-97043	Important	Convincing
elife-97051	Valuable	Convincing
elife-97069	Important	Compelling
elife-97083	Valuable	Incomplete
elife-97085	Important	Solid
elife-97088	Valuable	Convincing
elife-97096	Useful	Solid
elife-97098	Important	Convincing
elife-97100	Valuable	Solid
elife-97105	Valuable	Solid
elife-97107	Valuable	Solid
elife-97114	Valuable	Solid
elife-97125	Important	Convincing
elife-97130	Valuable	Convincing
elife-97144	Important	Solid
elife-97146	Valuable	Incomplete
Solid
elife-97150	Important	Convincing
elife-97151	Valuable	Solid
elife-97165	Valuable	Solid
elife-97179	Important	Solid
elife-97180	Important	Solid
elife-97184	Important	Compelling
elife-97188	Important	Compelling
elife-97189	Important	Convincing
elife-97196	Important	Solid
elife-97201	Useful	Incomplete
elife-97206	Important	Compelling
elife-97216	Fundamental	Compelling
elife-97227	Valuable	Compelling
elife-97228	Useful	Solid
elife-97229	Important	Compelling
elife-97231	Important	Convincing
elife-97234	Valuable	Solid
elife-97255	Valuable	Convincing
elife-97256	Valuable	Convincing
elife-97259	Important	Convincing
elife-97261	Valuable	Convincing
elife-97267	Important	Convincing
elife-97268	Important	Convincing
elife-97271	Important	Convincing
elife-97279	Valuable	Solid
elife-97289	Important	Exceptional
elife-97298	Important	Solid
elife-97313	Valuable	Convincing
elife-97325	Important	Convincing
elife-97326	Important	Convincing
elife-97327	Valuable	Solid
elife-97330	Useful	Solid
elife-97334	Valuable	Solid
elife-97335	Useful	Incomplete
elife-97341	Valuable	Solid
elife-97348	Fundamental	Convincing
elife-97350	Important	Compelling
elife-97356	Important	Solid
elife-97373	Valuable	Solid
elife-97399	Useful	Solid
elife-97400	Valuable	Convincing
Solid
elife-97403	Valuable	Incomplete
elife-97424	Important	Compelling
elife-97433	Valuable	Compelling
elife-97437	Important	Compelling
elife-97438	Valuable	Convincing
elife-97444	Important	Convincing
elife-97461	Important	Compelling
elife-97465	Fundamental	Compelling
elife-97484	Valuable	Solid
elife-97487	Valuable	Convincing
elife-97495	Important	Compelling
elife-97503	Valuable	Convincing
elife-97504	Important	Compelling
elife-97507	Important	Solid
elife-97511	Valuable	Incomplete
elife-97514	Important	Convincing
elife-97532	Valuable	Convincing
elife-97543	Important	Convincing
elife-97545	Important	Convincing
elife-97552	Important	Convincing
elife-97559	Fundamental	Compelling
elife-97568	Important	Convincing
elife-97577	Valuable	Convincing
elife-97579	Fundamental	Compelling
elife-97598	Important	Solid
elife-97602	Valuable	Compelling
elife-97604	Valuable	Solid
elife-97613	Important	Convincing
elife-97614	Important	Convincing
elife-97615	Important	Convincing
elife-97621	Important	Compelling
elife-97643	Valuable	Solid
elife-97649	Fundamental	Solid
elife-97650	Important	Incomplete
elife-97654	Important	Convincing
elife-97658	Fundamental	Convincing
elife-97662	Important	Incomplete
Solid
elife-97665	Important	Compelling
elife-97671	Important	Solid
elife-97673	Valuable	Solid
elife-97674	Valuable	Convincing
elife-97682	Valuable	Solid
elife-97709	NULL	Inadequate
elife-97731	Valuable	Convincing
elife-97754	Valuable	Convincing
elife-97760	Important	Convincing
elife-97764	Valuable	Solid
elife-97765	Valuable	Convincing
elife-97793	Important	Convincing
elife-97812	Valuable	Solid
elife-97827	Valuable	Incomplete
elife-97830	Important	Convincing
elife-97839	Important	Convincing
elife-97846	Important	Convincing
elife-97854	Valuable	Solid
elife-97860	Valuable	Convincing
elife-97864	Important	Convincing
elife-97865	Important	Compelling
elife-97870	Useful	Solid
elife-97874	Valuable	Solid
elife-97883	Important	Convincing
elife-97884	Important	Convincing
elife-97894	Important	Convincing
elife-97896	Valuable	Convincing
elife-97900	Important	Convincing
elife-97908	Fundamental	Compelling
elife-97910	Important	Solid
elife-97916	Important	Solid
elife-97954	Useful	Solid
elife-97958	Valuable	Convincing
Incomplete
elife-97964	Important	Exceptional
elife-97981	Valuable	Solid
elife-98001	Valuable	Compelling
elife-98002	Valuable	Incomplete
elife-98005	Valuable	Convincing
elife-98009	Fundamental	Solid
elife-98016	Important	Convincing
elife-98023	Important	Convincing
elife-98031	Valuable	Convincing
elife-98033	Valuable	Compelling
elife-98056	Fundamental	Convincing
elife-98070	Important	Solid
elife-98072	Fundamental	Compelling
elife-98073	NULL	Inadequate
elife-98081	Valuable	Incomplete
elife-98102	Valuable	Convincing
elife-98110	Important	Convincing
elife-98114	Important	Convincing
elife-98119	Fundamental	Compelling
elife-98142	Important	Convincing
elife-98143	Valuable	Incomplete
elife-98148	Valuable	Convincing
elife-98152	Valuable	Compelling
Solid
elife-98158	Valuable	Convincing
elife-98159	Valuable	Solid
elife-98166	Useful	Solid
elife-98169	Useful	Solid
elife-98175	Important	Convincing
elife-98181	Important	Convincing
elife-98218	Important	Convincing
elife-98221	Valuable	Solid
elife-98238	Important	Compelling
elife-98250	Valuable	Convincing
elife-98257	Important	Convincing
elife-98258	Useful	Convincing
elife-98262	Valuable	Solid
elife-98266	Valuable	Solid
elife-98280	Important	Solid
elife-98287	Important	Convincing
elife-98300	Important	Convincing
elife-98304	Important	Compelling
elife-98344	Valuable	Solid
elife-98345	Fundamental	Convincing
elife-98347	Important	Convincing
elife-98348	Important	Compelling
elife-98349	Important	Compelling
elife-98351	Important	Solid
elife-98353	Useful	Solid
elife-98358	Important	Solid
elife-98366	Useful	Incomplete
elife-98372	Fundamental	Convincing
elife-98386	Valuable	Convincing
elife-98405	Valuable	Convincing
elife-98409	Valuable	Convincing
Solid
elife-98427	Valuable	Solid
elife-98449	Valuable	Solid
elife-98450	Valuable	Convincing
elife-98458	Fundamental	Compelling
elife-98462	Valuable	Incomplete
elife-98469	Important	Convincing
elife-98485	Valuable	Compelling
elife-98489	Useful	Solid
elife-98514	Important	Compelling
elife-98520	Valuable	Compelling
Solid
elife-98521	Important	Convincing
elife-98522	Valuable	Compelling
elife-98523	Fundamental	Convincing
elife-98524	Fundamental	Compelling
elife-98531	Fundamental	Compelling
elife-98534	Valuable	Convincing
elife-98535	Valuable	Solid
elife-98540	Important	Compelling
elife-98552	Valuable	Convincing
elife-98554	Valuable	Convincing
elife-98558	Fundamental	Convincing
elife-98563	Valuable	Solid
elife-98579	Valuable	Convincing
elife-98582	Important	Convincing
elife-98584	Important	Solid
elife-98593	Important	Convincing
elife-98612	Fundamental	Convincing
elife-98622	Important	Compelling
elife-98624	Important	Convincing
elife-98631	Valuable	Solid
elife-98634	Useful	Incomplete
elife-98636	Valuable	Convincing
elife-98648	Important	Convincing
elife-98653	Valuable	Convincing
elife-98654	Important	Convincing
elife-98661	Important	Convincing
elife-98662	Important	Compelling
elife-98665	Important	Compelling
elife-98666	Important	Convincing
elife-98677	Important	Convincing
elife-98701	Valuable	Solid
elife-98704	Important	Convincing
elife-98709	Important	Convincing
elife-98714	Important	Incomplete
elife-98716	Important	Compelling
elife-98739	Important	Convincing
elife-98742	Important	Compelling
elife-98747	Valuable	Convincing
elife-98759	Valuable	Convincing
elife-98766	Useful	Solid
elife-98775	Important	Convincing
elife-98777	Important	Convincing
elife-98798	Valuable	Solid
elife-98800	Valuable	Solid
elife-98818	Important	Compelling
elife-98827	Valuable	Compelling
elife-98834	Important	Convincing
elife-98841	Fundamental	Compelling
elife-98843	Valuable	Convincing
elife-98844	Important	Compelling
elife-98851	Useful	Solid
elife-98853	Important	Convincing
elife-98867	Valuable	Solid
elife-98896	Valuable	Convincing
elife-98900	Important	Convincing
elife-98903	Valuable	Solid
elife-98920	Important	Convincing
elife-98922	Important	Solid
elife-98934	Important	Compelling
elife-98949	Useful	Solid
elife-98992	Important	Convincing
elife-99000	Important	Convincing
elife-99005	Valuable	Convincing
elife-99010	Important	Convincing
elife-99018	Valuable	Convincing
elife-99026	Useful	Incomplete
elife-99040	Important	Convincing
elife-99052	Valuable	Convincing
elife-99062	Useful	Solid
elife-99068	Valuable	Solid
elife-99116	Valuable	Convincing
elife-99122	Valuable	Convincing
elife-99130	Valuable	Solid
elife-99141	Important	Convincing
elife-99149	Valuable	Solid
elife-99150	Important	Solid
elife-99160	Important	Compelling
elife-99172	Valuable	Solid
elife-99173	Important	Solid
elife-99194	Valuable	Solid
elife-99200	Valuable	Solid
elife-99210	Fundamental	Convincing
elife-99229	Important	Convincing
elife-99258	Important	Solid
elife-99273	Valuable	Convincing
elife-99275	Valuable	Convincing
elife-99281	Important	Convincing
elife-99282	Important	Compelling
Incomplete
elife-99290	Important	Solid
elife-99302	Useful	Solid
elife-99303	Important	Compelling
elife-99323	Important	Compelling
elife-99337	Valuable	Convincing
elife-99338	Important	Convincing
elife-99340	Important	Solid
elife-99341	Valuable	Convincing
elife-99344	Important	Compelling
Convincing
elife-99352	Valuable	Solid
elife-99358	Important	Convincing
elife-99368	Important	Convincing
elife-99373	Important	Convincing
elife-99383	Valuable	Solid
elife-99389	Important	Convincing
elife-99394	Valuable	Compelling
elife-99410	Important	Compelling
elife-99424	Valuable	Convincing
elife-99455	Important	Solid
elife-99462	Important	Convincing
elife-99473	Important	Convincing
elife-99474	Important	Convincing
elife-99478	Important	Solid
elife-99502	Fundamental	Convincing
elife-99538	Important	Convincing
elife-99545	Valuable	Convincing
elife-99547	Important	Convincing
elife-99548	Fundamental	Compelling
elife-99572	Important	Convincing
elife-99575	Important	Convincing
elife-99593	Valuable	Solid
elife-99602	Fundamental	Convincing
elife-99614	Important	Compelling
elife-99634	Important	Convincing
elife-99639	Important	Compelling
elife-99642	Important	Convincing
elife-99643	Valuable	Convincing
elife-99650	Important	Convincing
elife-99670	Important	Convincing
elife-99678	Valuable	Solid
elife-99696	Important	Convincing
elife-99702	Important	Compelling
elife-99711	Fundamental	Convincing
elife-99717	Valuable	Convincing
elife-99735	Important	Solid
elife-99752	Important	Compelling
elife-99757	Important	Compelling
elife-99767	Valuable	Solid
elife-99782	Landmark	Compelling
elife-99785	Important	Compelling
elife-99790	Valuable	Compelling
elife-99808	Important	Convincing
elife-99809	Valuable	Solid
elife-99825	Important	Compelling
elife-99833	Valuable	Solid
elife-99848	Important	Solid
elife-99849	Important	Convincing
elife-99854	Valuable	Compelling
elife-99858	Important	Convincing
elife-99862	Important	Convincing
elife-99904	NULL	Inadequate
elife-99914	Important	Convincing
elife-99920	Valuable	Convincing
elife-99924	Useful	Solid
elife-99936	Important	Convincing
elife-99937	Valuable	Solid
elife-99939	Valuable	Solid
elife-99940	Valuable	Solid
elife-99957	Valuable	Solid
elife-99960	Important	Convincing
elife-99971	Important	Convincing
Solid
elife-99982	Useful	Incomplete
elife-99986	Valuable	Solid
elife-99988	Important	Convincing
elife-99989	Important	Convincing
elife-99997	Important	Compelling
elife-99999	Important	Compelling
