comparison_id,openeval_result_id,peer_result_id,openeval_evaluation_type,peer_evaluation_type,openeval_result_type,peer_result_type,comparison_type,comparison,n_openeval,n_peer,n_itx,manuscript_id,version,intersection_fraction,n_peer_int,n_openeval_int,agree_bar_cat
CMP3,R8,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address VH neural localization claims (C47, C48, C71, C72, C107, C109). OpenEval finds SUPPORTED with appropriate searchlight analysis and cross-validation. Peer reviewers rate UNSUPPORTED due to poor overlap between VH regions across experiments, stating 'VHsymmetry and VHdetection are nearly non-overlapping' and rejecting the claim of discovering a new area.",6.0,6.0,2,elife-93033,v1,0.3333333333333333,6,6,Disagree
CMP5,R4,R5,Supported,Unsupported,MINOR,MINOR,Disagree,"Both evaluate validation analyses (C37, C38, C39, C163, C164). OpenEval finds them SUPPORTED as rigorous controls addressing circularity and overfitting. Peer reviewers rate UNSUPPORTED, dismissing these efforts as insufficient, stating 'center-fitting should not be done in the first place' and that DNN validation 'cannot provide stronger evidence.'",5.0,5.0,3,elife-93033,v1,0.6,5,5,Disagree
CMP10,R10,R7,Supported,Unsupported,MINOR,MAJOR,Disagree,"Strong disagreement on claims C78-C80 regarding ancestral variation representing genetic variation. OpenEval rates as SUPPORTED based on correlation between replicates and cited literature. Peer reviewers rate as UNSUPPORTED, explicitly challenging the small sample size (n=20) and lack of direct evidence linking sequence variation to expression variation.",3.0,4.0,3,elife-102321,v1,0.75,4,3,Disagree
CMP4,R3,R2,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Overlap on cellular identity claims (C71-C79). OpenEval finds SUPPORTED based on immunofluorescence and temporal characterization. Peer review finds UNSUPPORTED, stating 'representative E-pericytes shown...are not associated with blood vessels' and noting 'by definition, pericytes are a component of blood vessels.' Also challenges CD13 specificity, noting it is expressed by dendritic cells and monocyte-derived cells after stroke. Fundamental disagreement on cellular identity.",28.0,9.0,9,elife-105593,v1,0.32142857142857145,9,28,Disagree
CMP15,R10,R13,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Overlap on rescue experiment design (C176-C177). OpenEval finds SUPPORTED, noting rescue demonstrates specificity. Peer review finds UNSUPPORTED, directly critiquing experimental design: 'I do not see data from a Tgfbr2 overexpression-only group' and questioning logic—'If the mechanism by which EC Tgfbr2 overexpression acts to reduce BBB leakage is by increasing the number of E-pericytes, depleting E-pericytes with DTA in this context should increase BBB leakage.' Strong disagreement on experimental logic and controls.",17.0,2.0,2,elife-105593,v1,0.11764705882352941,2,17,Disagree
CMP16,R11,R10,Supported,Unsupported,MAJOR,MAJOR,Disagree,"High overlap on gain-of-function experiments (C193-C205). OpenEval finds SUPPORTED with effects opposite to loss-of-function supporting causality. Peer review finds UNSUPPORTED, directly challenging causal attribution: 'All data in Fig. 10...compare endothelial Tgfbr2 overexpression to a DsRed overexpression control. There is no group in which Tgfbr2 is overexpressed but E-pericytes are eliminated with DTA...Thus, the observed functional outcomes cannot be ascribed to E-pericytes.' Strong disagreement on whether data support causal claims about E-pericytes.",13.0,15.0,13,elife-105593,v1,0.8666666666666667,15,13,Disagree
CMP20,R18,R10,Supported,Unsupported,MAJOR,MAJOR,Disagree,Minimal overlap on abstract claims about therapeutic potential (C12-C13). OpenEval finds SUPPORTED as accurate summary. Peer review finds UNSUPPORTED for gain-of-function claims due to lack of appropriate controls to attribute effects to E-pericytes specifically. Strong disagreement on whether therapeutic claims are justified.,12.0,15.0,2,elife-105593,v1,0.13333333333333333,15,12,Disagree
CMP1,R2,R1,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address the circuit construction methodology (C59, C60, C63, C64, C65, C67). OpenEval finds the approach methodologically sound and SUPPORTED despite noting lack of biological justification for some parameters. Peer reviewers find it UNSUPPORTED, fundamentally challenging the addition of virtual nodes and questioning whether results depend on this methodological choice without clear justification.",7.0,6.0,6,elife-99904,v1,0.8571428571428571,6,7,Disagree
CMP14,R10,R6,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address BBB-related pathway claims (C43-C45 in OpenEval; broader BBB claims C43-C51, C89-C90 in peer review). OpenEval rates SUPPORTED for GO/CellChat analysis. Peer reviewers rate UNSUPPORTED for BBB conclusions, stating findings are 'purely correlative' and require experimental validation like dye leakage tests.",3.0,9.0,3,elife-94288,v1,0.3333333333333333,9,3,Disagree
CMP15,R11,R6,Supported,Unsupported,MAJOR,MAJOR,Disagree,Both evaluate cell-cell communication and compensatory mechanism claims (C46-C48 in OpenEval; part of broader BBB evaluation in peer review). OpenEval rates SUPPORTED though notes compensatory inference needs validation. Peer reviewers rate UNSUPPORTED for BBB-related conclusions due to lack of functional validation.,3.0,9.0,3,elife-94288,v1,0.3333333333333333,9,3,Disagree
CMP26,R12,R6,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Minimal overlap on BBB disruption inference (C51 in both). OpenEval rates SUPPORTED though notes direct permeability measurements would strengthen evidence. Peer reviewers rate UNSUPPORTED, explicitly stating BBB conclusion 'remains purely correlative' and requires functional validation.",3.0,9.0,1,elife-94288,v1,0.1111111111111111,9,3,Disagree
CMP7,R2,R2,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Major disagreement on claims C28-C32 regarding fluorescent probe observations. OpenEval finds the Calcein and FM1-43 evidence SUPPORTED for seawater uptake and endocytosis; peer reviewers (also evaluating C33-C36, C64, C69, C101) rate UNSUPPORTED, stating fluorescent images may not relate to calcification and lack hard evidence for ACC.",5.0,11.0,4,elife-91568,v1,0.36363636363636365,11,5,Disagree
CMP11,R10,R5,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Major disagreement on claims C113, C115, C116, C118 regarding synthesis and paradigm shift conclusions. OpenEval finds the comparative findings across miliolids and rotaliids SUPPORTED; peer reviewers rate UNSUPPORTED, stating conclusions are not supported by results and the paradigm shift claim is far-fetched and based on speculation.",4.0,5.0,3,elife-91568,v1,0.6,5,4,Disagree
CMP12,R11,R5,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Major disagreement on claims C5, C6, C7 representing main conclusions. OpenEval finds evolutionary conservation SUPPORTED by convergent evidence; peer reviewers (evaluating C5, C6, C113, C115, C116) rate UNSUPPORTED, fundamentally challenging that conclusions are supported by the data presented.",3.0,5.0,2,elife-91568,v1,0.4,5,3,Disagree
CMP1,R1,R1,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address TEKRABber pipeline capabilities (C45-C46, C145-C151). OpenEval finds the tool well-supported with appropriate normalization and reasonable performance. Peer reviewer fundamentally disagrees, stating the pipeline has 'significant shortcomings' and 'biases' that 'could lead to an unacceptable number of false positive and negative signals,' making it unreliable.",16.0,9.0,9,elife-103608,v1,0.5625,9,16,Disagree
CMP2,R5,R2,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate TE:KRAB-ZNF correlation analysis (C64-C75). OpenEval finds correlations well-supported with appropriate statistical controls and ChIP-exo validation. Peer reviewer fundamentally challenges validity, stating 'TE expression used to correlate the KRAB ZNF expression is simply not representing the species-specific influences' because TEs in transcripts from alternative splicing 'have nothing to do with KRAB ZNF control.'",11.0,19.0,11,elife-103608,v1,0.5789473684210527,19,11,Disagree
CMP3,R6,R2,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address network topology analysis (C76-C83). OpenEval finds network analysis methodologically sound with appropriate statistical validation. Peer reviewer's concerns about TE expression misinterpretation undermine these network findings, as 'all of the network analyses in this paper rely on the analyses of RNA-seq data' with fundamental shortcomings.",8.0,19.0,8,elife-103608,v1,0.42105263157894735,19,8,Disagree
CMP4,R12,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate increased network complexity in humans (C5-C6, C87, C122-C123, C156). OpenEval finds this supported by multiple lines of evidence. Peer reviewer challenges cross-species comparisons due to 'inaccurate annotations of many KZNFs in non-human genomes' and states that 'expression data derived from RNA-seq datasets cannot be simply used' without manual curation, making comparisons 'highly biased and unreliable.'",7.0,11.0,4,elife-103608,v1,0.36363636363636365,11,7,Disagree
CMP5,R7,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address cross-species analysis and human-specific changes (C84-C90). OpenEval finds rigorous analysis with appropriate controls. Peer reviewer challenges due to KRAB-ZNF ortholog annotation issues, stating RNA-seq reads from human-specific ZNFs may be incorrectly mapped to parental genes in other species, making 'DE-seq analysis...prone to lead to false comparisons.'",7.0,11.0,4,elife-103608,v1,0.36363636363636365,11,7,Disagree
CMP6,R9,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate evolutionary age analysis and young correlations (C98-C103, C130-C131). OpenEval finds striking evidence that all human-specific correlations are young. Peer reviewer's concerns about TE expression quantification and KRAB-ZNF annotation issues fundamentally undermine these human-specific evolutionary findings.",8.0,11.0,4,elife-103608,v1,0.36363636363636365,11,8,Disagree
CMP7,R2,R4,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address species differences in t-SNE clustering and differential expression (C48-C51, C120). OpenEval finds strong support from visual separation and statistical significance. Peer reviewer challenges due to TE expression misinterpretation and KRAB-ZNF ortholog issues, stating 'without significant manual curation, the DE-seq analysis is prone to lead to false comparisons.'",5.0,15.0,5,elife-103608,v1,0.3333333333333333,15,5,Disagree
CMP8,R3,R4,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate evolutionary age inference and expression patterns (C52-C56, C121). OpenEval finds well-supported by statistical analysis across brain regions. Peer reviewer's methodological concerns about TE expression data and cross-species annotation issues make these differential expression results unreliable.",6.0,15.0,5,elife-103608,v1,0.3333333333333333,15,6,Disagree
CMP9,R4,R4,Supported,Unsupported,MAJOR,MAJOR,Disagree,Both address differential expression and disease associations (C57-C63). OpenEval finds appropriate statistical thresholds and cited disease associations. Peer reviewer challenges due to fundamental issues with TE expression quantification including reads from alternative splicing that 'have nothing to do with KRAB ZNF control.',7.0,15.0,5,elife-103608,v1,0.3333333333333333,15,7,Disagree
CMP10,R13,R5,Supported,Unsupported,MAJOR,MAJOR,Disagree,Both evaluate ZNF528 as hub with human-specific interactions (C7-C8). OpenEval finds supported by network analysis and positive selection evidence. Peer reviewer challenges functional interpretation as it depends on correlation data that is fundamentally flawed due to TE expression quantification issues.,2.0,11.0,2,elife-103608,v1,0.18181818181818182,11,2,Disagree
CMP11,R8,R5,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address ZNF528 network analysis and sequence differences (C91-C97). OpenEval finds sequence analysis documented with reasonable speculation about function. Peer reviewer notes that while sequence analysis may be valid, functional interpretation depends entirely on flawed correlation data, making conclusions unreliable.",7.0,11.0,7,elife-103608,v1,0.6363636363636364,11,7,Disagree
CMP12,R11,R6,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate AD-specific correlation changes and Alu module findings (C110-C119, C124, C157). OpenEval finds methodologically sound intersection analysis with novel Alu module observation. Peer reviewer fundamentally challenges due to TE expression issues and notes that 'association with certain variations in ZNF genes with neurological disorders such as AD...is not entirely convincing without further functional support.'",12.0,13.0,12,elife-103608,v1,0.9230769230769231,13,12,Disagree
CMP15,R14,R8,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address Alu predominance in negative correlations (C9-C10, C69). OpenEval finds supported by network analysis and consistent with known KRAB-ZNF repression. Peer reviewer specifically challenges Alu interpretation, explaining Alus 'often become part of transcripts due to alternative splicing' and their presence 'is not a proxy for the expression/activity of the Alu class.'",3.0,3.0,2,elife-103608,v1,0.6666666666666666,3,3,Disagree
CMP16,R9,R8,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate TE family differential interactions including Alu (C131). OpenEval finds clearly shown in Figure 4F. Peer reviewer challenges Alu-specific findings, stating the approach is 'heavily prone to picking up both false positives (TEs being part of transcribed loci)' due to alternative splicing confounds.",8.0,3.0,1,elife-103608,v1,0.125,3,8,Disagree
CMP17,R17,R9,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address arms-race hypothesis evaluation (C139-C144). OpenEval finds authors appropriately acknowledge limitations and data not fitting the model, strengthening analysis through critical self-evaluation. Peer reviewer states that even these cautious interpretations are unreliable because 'all of the network analyses...rely on...RNA-seq data...with the shortcomings and potential biases,' making 'results and conclusions...likely to be significantly different.'",6.0,6.0,6,elife-103608,v1,1.0,6,6,Disagree
CMP5,R5,R7,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate epistasis analysis (C38-C44, C98-C100). OpenEval finds the analysis well-documented with appropriate methodology and logical interpretation. Peer reviewers rate it unsupported, identifying the analysis as 'incomplete in two ways': not reflecting statistical significance from original data and having insufficient explanation of coefficient interpretation, with specific example of G238S showing zero coefficient despite known strong effect.",12.0,11.0,7,elife-88480,v1,0.5833333333333334,11,12,Disagree
CMP9,R1,R2,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address data source and selection (C3, C45, C88-C91). OpenEval supports the well-documented data source and explicit selection criteria (p<0.01 threshold). Peer reviewers rate it unsupported, stating 'a clear explanation is still lacking' for selecting only 7 of 30 environments, calling this 'a major concern' as it prevents assessing concentration-dependence of metrics.",20.0,6.0,6,elife-88480,v1,0.3,6,20,Disagree
CMP11,R6,R7,Supported,Unsupported,MINOR,MAJOR,Disagree,"Both address LASSO regression methodology (C98-C100). OpenEval supports the clearly described and appropriate statistical methodology. Peer reviewers rate epistasis analysis unsupported, noting the 'interpretation of coefficients depends strongly on the formalism' with insufficient explanation, though this critique focuses more broadly on the epistasis analysis than specifically on LASSO methodology.",7.0,11.0,3,elife-88480,v1,0.2727272727272727,11,7,Disagree
CMP1,R4,R2,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address the Itô convention choice (C17, C18, C68, C69, C71). OpenEval finds the theoretical description well-established but notes the choice requires stronger justification (UNCERTAIN). Peer reviewers strongly criticize the choice as insufficiently justified and potentially inappropriate for cellular systems (UNSUPPORTED), with Reviewer 3 stating the authors provide no justification beyond cells being out-of-equilibrium.",5.0,6.0,4,elife-89794,v1,0.6666666666666666,6,5,Disagree
CMP3,R3,R1,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address the core diffusive lensing phenomenon (C3, C19-C22, C48). OpenEval finds simulations well-supported but notes biological relevance depends on Itô convention appropriateness (SUPPORTED with caveat). Peer reviewers fundamentally challenge novelty and biological relevance (UNSUPPORTED), with Reviewer 3 calling the probability gradient effect 'trivial' and Reviewer 2 noting it's already been reported.",6.0,7.0,2,elife-89794,v1,0.2857142857142857,7,6,Disagree
CMP12,R15,R9,Supported,Unsupported,MINOR,MAJOR,Disagree,"Both evaluate methodological choices (C78, C81, C83-C86, C88). OpenEval finds methods internally consistent and adequately described (SUPPORTED), though noting Itô convention remains critical assumption. Peer reviewers strongly criticize methodology (UNSUPPORTED), with Reviewer 3 stating authors use 'agent-based custom simulations with little physical motivation' and that neighbor-sensing violates thermodynamic laws.",16.0,9.0,7,elife-89794,v1,0.4375,9,16,Disagree
CMP3,R10,R6,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Strong disagreement on claims C64-C70 regarding in vitro functional assays. OpenEval finds the experiments well-supported with appropriate controls and replication, while peer reviewers rate as UNSUPPORTED, citing inadequate models (single NK cell line from lymphoma patient) and lack of necessary controls to represent NK cell diversity.",7.0,8.0,7,elife-97201,v1,0.875,8,7,Disagree
CMP18,R15,R6,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Disagreement on claim C100 (abstract summary of functional assays). OpenEval finds abstract accurately summarizes results. Peer reviewers' UNSUPPORTED rating reflects fundamental concerns about experimental model adequacy (single NK cell line, inadequate controls), suggesting abstract overstates the strength of functional evidence.",8.0,8.0,1,elife-97201,v1,0.125,8,8,Disagree
CMP11,R11,R8,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Disagreement on muTTR findings (C119-C120). OpenEval found similar enhancement with TTR and muTTR as 'surprising and novel' evidence that TTR effect is independent of RBP binding. This connects to peer Reviewer 2's strong challenge in R8 about TTR as signaling molecule being 'puzzling' given TTR is ubiquitous and tightly regulated, questioning how it could modulate brain retinoid homeostasis.",2.0,11.0,2,elife-87863,v1,0.18181818181818182,11,2,Disagree
CMP12,R12,R8,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Strong disagreement on LRAT upregulation (C121-C127). OpenEval found RT-qPCR data statistically convincing with appropriate analysis showing TTR/muTTR effect independent of RBP binding. Peer Reviewer 2 strongly challenged this as 'puzzling,' questioning how ubiquitous TTR could serve as signaling molecule. Also questioned functional significance without kinetic studies showing whether 2-fold increase affects RE accumulation rate.",7.0,11.0,7,elife-87863,v1,0.6363636363636364,11,7,Disagree
CMP11,R10,R7,Supported,Unsupported,MINOR,MAJOR,Disagree,"Major disagreement on stagnant water assumption (C139-C141). OpenEval finds the justification for this simplification reasonable, but peer reviewers explicitly challenge it as unrealistic and biasing, stating organisms 'likely did not live in stagnant waters.'",9.0,3.0,3,elife-90211,v1,0.3333333333333333,3,9,Disagree
CMP4,R3,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Major disagreement on differential rod/cone metabolism (C30-C38, C101, C135-C136, C164). OpenEval finds cone arrestin data supports differential effects as SUPPORTED. Peer reviewers rate UNSUPPORTED, noting contradictions with published findings and emphasizing conclusions are 'highly speculative' without genetic knockouts and isotope tracing.",9.0,12.0,8,elife-91141,v1,0.6666666666666666,12,9,Disagree
CMP21,R21,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Strong disagreement on differential rod/cone glycolysis dependence (C135-C137). OpenEval finds differential intervention effects support major finding. Peer reviewers rate UNSUPPORTED, explicitly noting results contradict other studies showing cones most reliant on glycolysis.",3.0,12.0,2,elife-91141,v1,0.16666666666666666,12,3,Disagree
CMP5,R8,R4,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Major disagreement on E-field explanatory analysis (C5, C58-C62, C70, C89). OpenEval finds the interaction effects statistically significant and well-supported. Peer reviewers rate as UNSUPPORTED, citing serious concerns about multiple comparisons (33 models, 9 features, N=34) without correction and model overfitting on training data.",8.0,10.0,8,elife-87820,v1,0.8,10,8,Disagree
CMP8,R16,R7,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate mouse knockout phenotype claims (C82-C85) and exercise response (C19, C81 in R7). OpenEval finds these SUPPORTED based on PhenoMouse data, while peer reviewers rate them UNSUPPORTED, strongly criticizing reliance on external data and requesting that authors obtain animals and reproduce findings in their own hands with additional metabolic assays.",5.0,6.0,4,elife-96535,v1,0.6666666666666666,6,5,Disagree
CMP9,R15,R7,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address mouse exercise model validation (C19, C81). OpenEval finds these SUPPORTED with adequate sample sizes, while peer reviewers rate the broader mouse evidence UNSUPPORTED, questioning the quality of external phenotyping data and requesting direct experimental validation.",2.0,6.0,2,elife-96535,v1,0.3333333333333333,6,2,Disagree
CMP3,R4,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate carbohydrate recognition mechanism (C40-C44, C48). OpenEval finds claims SUPPORTED by competitive inhibition experiments showing specific reversal by lactose/AG. Peer reviewers rate UNSUPPORTED, explicitly stating the lactose/glucose supplementation experiment 'cannot be interpreted unequivocally owing to the growth-enhancing effect of lactose supplementation on Mtb during liquid culture in vitro.'",8.0,6.0,6,elife-92737,v1,0.75,6,8,Disagree
CMP8,R7,R7,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Strong disagreement on competitive niche model (C16). OpenEval rates as SUPPORTED but notes claim is speculative without direct competition evidence. Peer reviewers rate as UNSUPPORTED, explicitly stating 'no evidence presented here that these niches are limiting' and citing contradictory evidence from Robinson et al. (2023).",3.0,1.0,1,elife-89712,v1,0.3333333333333333,1,3,Disagree
CMP4,R4,R4,Unsupported,Supported,MAJOR,MAJOR,Disagree,"Fundamental disagreement. Both address female senior author findings (C10, C42-C44, C75-C82). OpenEval rates UNSUPPORTED, emphasizing the authors' own acknowledgment of likely spurious association due to collider bias (C75), selection bias undermining interpretation, and entirely speculative explanations. Peer reviewers rate SUPPORTED, accepting the empirical finding without challenge despite acknowledged dataset limitations.",12.0,12.0,12,elife-90230,v1,1.0,12,12,Disagree
CMP2,R2,R2,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Strong disagreement on interpretation. OpenEval finds the gene expression patterns (C2-C3, C6-C7, C24-C32) well-supported and argues they challenge the classical mixed model. However, peer reviewers directly challenge the central conclusion, with Reviewer 1 calling the evidence 'incomplete,' Reviewer 2 stating it's 'not justified to claim that pelvic organs receive no parasympathetic innervation,' and Reviewer 3 calling the title 'misleading.'",23.0,6.0,4,elife-91576,v1,0.17391304347826086,6,23,Disagree
CMP11,R10,R10,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address CD81's proposed mechanism in vesicle docking/fusion (C11, C152, C175, C182). OpenEval finds the interpretation reasonable but appropriately speculative. Peer reviewers find it unsupported - the editor stated the model is over-interpreted; Reviewer 3 explicitly called claims purely speculative, noting vesicles don't accumulate at TNT tips as the model would predict, and that transfer occurs without CD81.",5.0,4.0,1,elife-99172,v1,0.2,4,5,Disagree
CMP2,R1,R2,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Strong disagreement on C2 and related claims (C14-C19, C69-C72) about signaling versus transport functions. OpenEval finds the SUL1E427Q experiments and sulfate uptake measurements convincing with sound logic. Peer reviewers find this UNSUPPORTED, stating that sulfate uptake measurements are insufficient, requesting sulfate supplementation experiments, and noting missing or inadequately described key experiments.",12.0,12.0,11,elife-94609,v1,0.9166666666666666,12,12,Disagree
CMP9,R7,R7,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Strong disagreement on autophagy evidence (C47, C49-C52). OpenEval finds the ATG8-EGFP measurements robust with converging lines of evidence supporting enhanced autophagic capacity. Peer reviewers find this UNSUPPORTED due to fundamental technical flaws: the C-terminal GFP tag on ATG8 is non-functional and cannot report autophagy activity, requiring N-terminal tagging instead. This technical issue invalidates the autophagy conclusions.",6.0,5.0,5,elife-94609,v1,0.8333333333333334,5,6,Disagree
CMP17,R2,R2,Supported,Unsupported,MAJOR,MAJOR,Disagree,Additional overlap on C80 (mechanistic interpretation from RNA-seq). OpenEval finds the mechanistic interpretation strengthened by comparative controls. Peer reviewers challenge the overall signaling versus transport conclusion as UNSUPPORTED due to missing key experiments like sulfate supplementation tests.,11.0,12.0,1,elife-94609,v1,0.08333333333333333,12,11,Disagree
CMP4,R4,R2,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate Leydig cell Fshr expression (C47-C52, C139-C144). OpenEval finds multiple independent lines of evidence convincing (SUPPORTED), calling it a major finding. Peer reviewers strongly challenge this (UNSUPPORTED), stating it contradicts 50+ years of physiology, questioning the extraordinary claim, noting no acceptable antibody recognizes Leydig cells, and expressing concern about signal in sperm tails.",13.0,18.0,13,elife-93413,v1,0.7222222222222222,18,13,Disagree
CMP5,R5,R2,Supported,Unsupported,MINOR,MAJOR,Disagree,"OpenEval evaluates testicular expression data (C53-C54, C57-C58) as SUPPORTED by immunofluorescence and ddRT-PCR. Peer reviewers include these claims in their UNSUPPORTED evaluation of Leydig cell expression, questioning the validity of the findings.",4.0,18.0,4,elife-93413,v1,0.2222222222222222,18,4,Disagree
CMP6,R6,R2,Supported,Unsupported,MINOR,MAJOR,Disagree,"OpenEval finds database evidence (C59, C124-C125) SUPPORTED across multiple scRNA-seq databases. Peer reviewers note inconsistencies where single-cell datasets show low or no Fshr expression in organs where the reporter shows high expression, undermining confidence in the findings.",3.0,18.0,1,elife-93413,v1,0.05555555555555555,18,3,Disagree
CMP13,R13,R8,Supported,Unsupported,MINOR,MAJOR,Disagree,"OpenEval evaluates liver Fshr expression (C103-C104) as adequately documented (SUPPORTED). Peer reviewers include liver in their broad UNSUPPORTED evaluation, noting single-cell data shows no expression in hepatocytes where authors claim high expression.",2.0,23.0,2,elife-93413,v1,0.08695652173913043,23,2,Disagree
CMP14,R14,R8,Supported,Unsupported,MAJOR,MAJOR,Disagree,"OpenEval finds pancreatic Fshr expression (C105-C106, C157) thorough and well-validated (SUPPORTED). Peer reviewers include pancreas in their UNSUPPORTED evaluation of widespread expression claims.",3.0,23.0,2,elife-93413,v1,0.08695652173913043,23,3,Disagree
CMP15,R15,R8,Supported,Unsupported,MINOR,MAJOR,Disagree,OpenEval finds thyroid Fshr expression (C107-C108) adequately documented (SUPPORTED). Peer reviewers include thyroid in their UNSUPPORTED evaluation of the breadth of expression claims.,2.0,23.0,2,elife-93413,v1,0.08695652173913043,23,2,Disagree
CMP16,R16,R8,Supported,Unsupported,MINOR,MAJOR,Disagree,OpenEval finds skin Fshr expression (C109-C111) adequately documented with CD34 colocalization (SUPPORTED). Peer reviewers include skin in their UNSUPPORTED evaluation questioning whether any tissue doesn't express Fshr-ZsGreen.,3.0,23.0,3,elife-93413,v1,0.13043478260869565,23,3,Disagree
CMP17,R17,R8,Supported,Unsupported,MINOR,MAJOR,Disagree,"OpenEval finds muscle Fshr expression (C112-C114) thorough with satellite cell markers (SUPPORTED). Peer reviewers include skeletal muscle in their UNSUPPORTED evaluation, specifically noting single-cell data shows no expression where authors claim high expression.",3.0,23.0,3,elife-93413,v1,0.13043478260869565,23,3,Disagree
CMP18,R18,R8,Supported,Unsupported,MAJOR,MAJOR,Disagree,OpenEval finds immune cell Fshr expression (C115-C117) comprehensive with appropriate markers (SUPPORTED). Peer reviewers include immune tissues in their UNSUPPORTED evaluation of widespread expression.,3.0,23.0,3,elife-93413,v1,0.13043478260869565,23,3,Disagree
CMP19,R19,R8,Supported,Unsupported,MAJOR,MAJOR,Disagree,OpenEval finds brain Fshr expression (C118) important and well-documented (SUPPORTED). Peer reviewers include brain in their UNSUPPORTED evaluation of the breadth of expression claims.,1.0,23.0,1,elife-93413,v1,0.043478260869565216,23,1,Disagree
CMP20,R20,R8,Supported,Unsupported,MAJOR,MAJOR,Disagree,"OpenEval finds multi-tissue validation with antibody IF and ddRT-PCR (C119-C123) comprehensive and strengthening (SUPPORTED). Peer reviewers fundamentally question the breadth of expression (UNSUPPORTED), noting virtually every cell and structure glows green and single-cell data doesn't support the claims.",5.0,23.0,4,elife-93413,v1,0.17391304347826086,23,5,Disagree
CMP21,R21,R9,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address the major conclusion about widespread Fshr expression (C126, C159). OpenEval finds the synthesis well-supported by comprehensive validation methods (SUPPORTED). Peer reviewers reject the overall conclusion (UNSUPPORTED), stating the response is insufficient for such large claims, citing ZsGreen accumulation artifacts, single founder mouse concerns, lack of proper controls, and inconsistencies with scRNA-seq data.",2.0,4.0,1,elife-93413,v1,0.25,4,2,Disagree
CMP25,R25,R9,Supported,Unsupported,MINOR,MAJOR,Disagree,"OpenEval finds the acknowledgment of reporter limitations (C160) scientifically appropriate (SUPPORTED). Peer reviewers emphasize these limitations are fundamental problems undermining the conclusions, particularly that ZsGreen accumulation may not reflect actual Fshr protein dynamics (UNSUPPORTED for overall claims).",1.0,4.0,1,elife-93413,v1,0.25,4,1,Disagree
CMP2,R8,R6,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Strong disagreement on main conclusion (C7, C49, C56, C65). OpenEval finds the evidence for at least two channels well-supported with appropriate caution. Peer review (Editor) finds the central claim inadequately supported, arguing results reflect amodal rather than sensorimotor channels.",4.0,4.0,4,elife-92169,v1,1.0,4,4,Disagree
CMP9,R10,R6,Supported,Unsupported,MINOR,MAJOR,Disagree,"Both address TET2 null findings (C93). OpenEval finds SUPPORTED as clearly stated contradiction with animal models. Peer reviewers rate UNSUPPORTED, explicitly challenging this as evidence of inadequate power since TET2 is considered a 'positive control' with multiple lines of evidence for atherosclerotic disease risk.",7.0,1.0,1,elife-96150,v1,0.14285714285714285,1,7,Disagree
